32,32,4,32
577802298,1206212730,0,39850042
400221201,270322527,0,270057489
574054073,1288096221,0,411801
872310395,473176811,0,271843947
1261123198,255341770,0,187184202
683448893,347065423,0,11307021
80988163,1726906167,0,79841283
393650337,1938075641,0,319070369
194333860,874991732,0,344100
157451529,1775185754,0,155321608
263292387,1026804544,0,221348160
1255670936,1548912312,0,1213203608
787686752,1420531679,0,77792576
427870173,221973600,0,150996032
258330110,598635569,0,52708400
423474029,1836034473,0,153985321
1216628107,1192136367,0,1074005131
1257923122,2022272282,0,1216897042
162150065,2044805186,0,161480704
1888601736,1855374228,0,1620099712
35174867,895299599,0,1585155
986709361,877305559,0,810196049
881422442,1570870337,0,344002624
603310383,289324783,0,20219951
286356554,1869984627,0,17903682
776140514,1572502701,0,201487520
2106294824,1769238146,0,1761608192
1649113247,1916435954,0,1644853394
425874201,1907300951,0,287445521
1464508051,58217156,0,55054976
607694060,1839993695,0,606601292
1567331365,1124494781,0,1090651173
686890105,1217098393,0,142675993
1567525591,979105913,0,407537745
1747375921,2059001579,0,1746982433
1996658156,955861711,0,805306572
822984110,108605048,0,601128
1184662164,2107931460,0,1149501956
96184398,2075088799,0,27983886
1838234973,218258547,0,218111057
726889638,760696879,0,693325862
1725228470,483927775,0,80749718
1491907328,1616892708,0,1078760192
94729800,1940390814,0,27263496
473821416,265843242,0,202928168
480454928,822052777,0,279118080
558993122,1981771973,0,537985216
1006207276,291097202,0,291078176
129913135,683076570,0,11944202
1738212953,763047836,0,622528024
952255719,139465150,0,138412198
451389853,758477679,0,136651021
771172482,314812879,0,12789890
368662368,1497926988,0,289932608
1537306265,229034635,0,161499785
1900598600,380726740,0,268453184
352550975,1189431327,0,67174431
409315642,100524246,0,6660114
1611720469,14522311,0,1083141
1433571745,1290474889,0,1147277697
1001784167,1739668581,0,598736997
215050896,1004999868,0,146866320
462423510,1150030870,0,8389654
876388022,1118500253,0,2659476
1094193849,24267779,0,19922945
1018857078,1603773076,0,479363604
2060144813,1396833620,0,1380012036
307384450,1557338448,0,273813504
607786221,1744352281,0,607654921
222412858,696826535,0,151027746
1652198066,1044870901,0,574751408
1501992424,733902660,0,159782208
757569550,865103668,0,553650180
189479887,257639282,0,189465410
1489521353,476297852,0,406850120
1693057254,668569845,0,617087204
1204923529,585546092,0,46180360
1643515889,944042119,0,541327489
1133503025,531353998,0,59490304
1354724853,157783162,0,2561136
95126289,1888685359,0,8585473
996231581,111791918,0,35735820
1972956771,1607903740,0,1435543648
1613438513,826618085,0,536940577
228306267,286521513,0,18065417
1655643829,544076476,0,539824820
410584467,1156106820,0,6815744
1268469954,2031004955,0,1225392130
169157306,918292326,0,34865698
483060802,1643786493,0,13246528
654090750,1137103568,0,46432464
374094660,1421096739,0,335819520
1326060939,603930939,0,50987275
1757979871,2042628688,0,1757413456
1666980366,1698104038,0,1628701190
997481626,897186956,0,829447304
157250049,554881278,0,17977344
85175009,1384404839,0,609
2126578067,584803618,0,583074050
2080952425,1243310433,1,2115762537
258024881,615898790,1,804650935
1979920586,1321580362,1,2127017930
1880474248,1036008186,1,2111175418
1609732288,70840060,1,1610284796
366135000,647734078,1,937158654
285387035,1702666400,1,1971235259
640991453,1788079236,1,1857547485
1815719493,762310044,1,1837101021
1342659027,337048029,1,1410857439
346883594,1779396363,1,2125426443
1219406958,42129592,1,1252982014
1229824066,1243540471,1,1264577527
1690303015,1563313271,1,2109734519
1381882019,690322855,1,2071854503
509570454,72387093,1,509603735
1667819605,191549823,1,1802172799
1149625108,1578297137,1,1587013429
1634198285,753694407,1,1844443087
1781575594,242939989,1,1853554687
677215752,1988981684,1,2128445372
957876169,76077006,1,1033426895
1466906436,2078397485,1,2146432877
1021679695,2001102700,1,2145910639
1599393173,762330610,1,2138373623
1400264404,1770288731,1,2079749855
430620466,892032060,1,1034682174
1853582354,878651532,1,2122280094
2140049452,1818688132,1,2146368172
449136439,73090027,1,517949439
943399232,1138135938,1,2080355266
510056674,485485042,1,519043570
292698210,266597946,1,536084090
78867791,1729345062,1,1739849583
943184561,1076182552,1,2016935609
2085209630,1288652053,1,2093991711
166981335,408575552,1,435945175
881093021,1029109242,1,1037499903
1536684131,359106853,1,1610086759
900386564,387443484,1,935325468
2118910372,1200420218,1,2144138750
1679584183,1321834700,1,1860041727
1865085717,1230954485,1,1870594037
36680411,1696731994,1,1731179483
1983634874,208507030,1,2122309054
1401992335,1302651484,1,1605695199
633669011,630796553,1,635254171
1115780593,545239001,1,1660944377
564428889,1727508784,1,1744286073
1091200692,1589692787,1,1607135223
897041241,233102607,1,1039654751
1534914832,1281941400,1,1602027416
643033742,1089567494,1,1727265678
1765600216,1024860159,1,2101280767
1543585781,1570954626,1,1571028983
1508500939,988846925,1,2079981519
2125390105,376355197,1,2129590653
753595518,336548869,1,1022358655
2031296571,474576532,1,2103146175
1374182351,508338139,1,1609359327
97851951,815901933,1,905297647
1606641927,1071613452,1,2145382159
249923221,1766595596,1,1877843613
133328303,1411238366,1,1476390399
2049053584,1136464512,1,2076119952
2021811728,746176965,1,2096883669
423016414,1834856114,1,2105524222
102434729,345629522,1,379316219
1963973208,343644469,1,1971313533
997698827,1322854801,1,2147462555
1450550690,660923046,1,2004215718
1260220739,1865130683,1,1866462203
507718978,406396991,1,511389055
303810716,622262373,1,924842237
856197132,1664248722,1,1933241246
41940145,1348181400,1,1384119737
473668661,630410807,1,1035722295
94720294,1019074794,1,1035852270
1839440096,1524524069,1,2147476709
916605948,559917940,1,939518972
840236776,257993581,1,1064632301
2028272736,1424112189,1,2095513213
1582101374,556149900,1,2137980926
1020602686,180336632,1,1056948222
65739424,1072454384,1,1072650992
2057610600,1759440463,1,2063527791
1498905922,1653444899,1,2078276963
1663072223,1368979516,1,1941503999
1316022376,1503995975,1,1609951343
1381975155,42472148,1,1390368503
1492473494,1410115946,1,1560150014
1245815137,1263899962,1,1263908219
92891898,133626757,1,134216703
1940178894,467986393,1,2078599135
700597522,495607339,1,1036672827
1786986893,79504775,1,1858037135
1016967840,519949141,1,1056832501
1272549841,965269437,1,2077874173
1890055673,204348893,1,2091908605
171125430,593827613,1,729235391
450528407,1266450041,2,1369897710
1162307751,707618874,2,1869217949
92526553,455126925,2,514029652
370392372,1741888349,2,1908450921
731960926,1956693320,2,1593840406
330457976,910657930,2,636873458
2053714338,1379909358,2,676761420
788655250,51061497,2,738905707
770131472,176923463,2,661448023
1602393365,783234946,2,1898816151
556773457,1225959792,2,1748834593
189946793,889664882,2,1045786331
632242978,1349261141,2,1975735415
1252227728,33128393,2,1264190809
2026374639,1057792076,2,1204069795
1888930757,2046918472,2,177714317
1596312758,642377122,2,2037131540
131564138,683419722,2,795585056
405505089,357699527,2,226069382
154860986,669179712,2,785916666
1058574214,1018971324,2,61131578
90959163,1373480367,2,1421232276
1335120969,835069147,2,2119331986
164279544,867688764,2,981292484
77588154,1551073712,2,1491887882
556835349,297308540,2,814232425
1650276275,2113301825,2,531323634
476842944,2142704452,2,1675303044
1802505605,313254195,2,2044456118
1222010398,576345735,2,1787572377
540172728,239922371,2,780045691
1958189674,1994935368,2,39835170
1249843416,1854900674,2,619745562
1193240548,587985527,2,1679070611
2001438231,1324124462,2,967249721
713401042,1990070763,2,1545319225
1648077566,1794481819,2,147731557
1434120533,913684282,2,1661945455
2036599753,133519437,2,2123453316
965285548,1630485582,2,1487284962
1105162605,1260552558,2,184414211
18212442,2055811165,2,2073875975
1500252209,148201701,2,1371105492
1633884833,1332947391,2,772813598
835425789,822685139,2,12761134
268469900,1646100404,2,1914566968
869741536,642568281,2,362537913
1758523228,131458753,2,1862601117
2143244555,1617882078,2,533838549
1016246130,1602428889,2,1662103723
1004149776,513467940,2,625015348
103362963,1764237595,2,1862340744
515852108,922189047,2,675822523
1386601120,1929994621,2,564968413
94928634,632957973,2,538071791
1770467679,866965291,2,1512826484
1735271394,1257653806,2,764962252
871978165,201939656,2,1072696957
1148876849,1297316310,2,153682407
